-0.395585,-0.26455,-0.26455
-0.390912,-0.264586,-0.264586
-0.389268,-0.264598,-0.264598
-0.38446,-0.264635,-0.264635
-0.382743,-0.264648,-0.264648
-0.381179,-0.26466,-0.26466
-0.376352,-0.264697,-0.264697
-0.374722,-0.26471,-0.26471
-0.369742,-0.264748,-0.264748
-0.368069,-0.264761,-0.264761
-0.366367,-0.264774,-0.264774
-0.36143,-0.264812,-0.264812
-0.359668,-0.264825,-0.264825
-0.35472,-0.264862,-0.264862
-0.352925,-0.264876,-0.264876
-0.351258,-0.264889,-0.264889
-0.346347,-0.264926,-0.264926
-0.344772,-0.264938,-0.264938
-0.339938,-0.264974,-0.264974
-0.338058,-0.264989,-0.264989
-0.336459,-0.265001,-0.265001
-0.331678,-0.265037,-0.265037
-0.330094,-0.265049,-0.265049
-0.325352,-0.265085,-0.265085
-0.323691,-0.265098,-0.265098
-0.322102,-0.26511,-0.26511
-0.317393,-0.265146,-0.265146
-0.315775,-0.265158,-0.265158
-0.310656,-0.265197,-0.265197
-0.309025,-0.265209,-0.265209
-0.307237,-0.265223,-0.265223
-0.302593,-0.265258,-0.265258
-0.301088,-0.26527,-0.26527
-0.296398,-0.265305,-0.265305
-0.294918,-0.265316,-0.265316
-0.29021,-0.265351,-0.265351
-0.287847,-0.265369,-0.265369
-0.284937,-0.26539,-0.26539
-0.282932,-0.265404,-0.265404
-0.277952,-0.265439,-0.265439
-0.276362,-0.265449,-0.265449
-0.274538,-0.265461,-0.265461
-0.269847,-0.265492,-0.265492
-0.268362,-0.265502,-0.265502
-0.263032,-0.265536,-0.265536
-0.261021,-0.265548,-0.265548
-0.25927,-0.265559,-0.265559
-0.254526,-0.265588,-0.265588
-0.252939,-0.265598,-0.265598
-0.251232,-0.265609,-0.265609
-0.246572,-0.265638,-0.265638
-0.244734,-0.265649,-0.265649
-0.239488,-0.265682,-0.265682
-0.237615,-0.265694,-0.265694
-0.23581,-0.265705,-0.265705
-0.230942,-0.265736,-0.265736
-0.229198,-0.265747,-0.265747
-0.227613,-0.265757,-0.265757
-0.223016,-0.265786,-0.265786
-0.221537,-0.265795,-0.265795
-0.216968,-0.265824,-0.265824
-0.215498,-0.265834,-0.265834
-0.210666,-0.265864,-0.265864
-0.209019,-0.265875,-0.265875
-0.2042,-0.265905,-0.265905
-0.202699,-0.265914,-0.265914
-0.197884,-0.265944,-0.265944
-0.1959,-0.265956,-0.265956
-0.194108,-0.265966,-0.265966
-0.189263,-0.265994,-0.265994
-0.187686,-0.266003,-0.266003
-0.185855,-0.266013,-0.266013
-0.180686,-0.266041,-0.266041
-0.178946,-0.266051,-0.266051
-0.177309,-0.266059,-0.266059
-0.172585,-0.266084,-0.266084
-0.171002,-0.266092,-0.266092
-0.166345,-0.266117,-0.266117
-0.164842,-0.266125,-0.266125
-0.160089,-0.26615,-0.26615
-0.158333,-0.266159,-0.266159
-0.156563,-0.266169,-0.266169
-0.151678,-0.266195,-0.266195
-0.149859,-0.266204,-0.266204
-0.144903,-0.266231,-0.266231
-0.143482,-0.266238,-0.266238
-0.138884,-0.266263,-0.266263
-0.137407,-0.266271,-0.266271
-0.135703,-0.26628,-0.26628
-0.130903,-0.266306,-0.266306
-0.129359,-0.266315,-0.266315
-0.124529,-0.266341,-0.266341
-0.122983,-0.266349,-0.266349
-0.118296,-0.266374,-0.266374
-0.116771,-0.266383,-0.266383
-0.115116,-0.266391,-0.266391
-0.11046,-0.266417,-0.266417
-0.108904,-0.266425,-0.266425
-0.103858,-0.266452,-0.266452
-0.102323,-0.266461,-0.266461
-0.097545,-0.266486,-0.266486
-0.095989,-0.266495,-0.266495
-0.094378,-0.266504,-0.266504
-0.089674,-0.266529,-0.266529
-0.088095,-0.266538,-0.266538
-0.08317,-0.266565,-0.266565
-0.081546,-0.266574,-0.266574
-0.076701,-0.2666,-0.2666
-0.074884,-0.26661,-0.26661
-0.073187,-0.26662,-0.26662
-0.068238,-0.266647,-0.266647
-0.066493,-0.266657,-0.266657
-0.064571,-0.266667,-0.266667
-0.059609,-0.266695,-0.266695
-0.057742,-0.266705,-0.266705
-0.052859,-0.266732,-0.266732
-0.051076,-0.266742,-0.266742
-0.049595,-0.266751,-0.266751
-0.044934,-0.266777,-0.266777
-0.043367,-0.266785,-0.266785
-0.03863,-0.266812,-0.266812
-0.037007,-0.266821,-0.266821
-0.035295,-0.26683,-0.26683
-0.030407,-0.266857,-0.266857
-0.028865,-0.266866,-0.266866
-0.02412,-0.266891,-0.266891
-0.022509,-0.2669,-0.2669
-0.017387,-0.266926,-0.266926
-0.01576,-0.266934,-0.266934
-0.014213,-0.266941,-0.266941
-0.009489,-0.266964,-0.266964
-0.007829,-0.266971,-0.266971
-0.002917,-0.266994,-0.266994
-0.001216,-0.267001,-0.267001
0.000424,-0.267009,-0.267009
0.005273,-0.267031,-0.267031
0.00679,-0.267037,-0.267037
0.011657,-0.267059,-0.267059
0.013412,-0.267067,-0.267067
0.01513,-0.267075,-0.267075
0.020023,-0.267097,-0.267097
0.021461,-0.267103,-0.267103
0.02605,-0.267122,-0.267122
0.02759,-0.267129,-0.267129
0.032414,-0.267149,-0.267149
0.033894,-0.267155,-0.267155
0.038545,-0.267173,-0.267173
0.040562,-0.26718,-0.26718
0.042225,-0.267186,-0.267186
0.047249,-0.267205,-0.267205
0.048878,-0.26721,-0.26721
0.053642,-0.267226,-0.267226
0.055357,-0.267232,-0.267232
0.056968,-0.267237,-0.267237
0.061746,-0.267253,-0.267253
0.063349,-0.267258,-0.267258
0.068352,-0.267274,-0.267274
0.069953,-0.267279,-0.267279
0.071618,-0.267285,-0.267285
0.076409,-0.267301,-0.267301
0.078055,-0.267306,-0.267306
0.082824,-0.267322,-0.267322
0.084483,-0.267327,-0.267327
0.089404,-0.267343,-0.267343
0.091185,-0.267349,-0.267349
0.092878,-0.267354,-0.267354
0.097616,-0.267368,-0.267368
0.099142,-0.267372,-0.267372
0.100929,-0.267377,-0.267377
0.10575,-0.26739,-0.26739
0.107266,-0.267394,-0.267394
0.112017,-0.267405,-0.267405
0.113744,-0.267409,-0.267409
0.11858,-0.26742,-0.26742
0.120243,-0.267424,-0.267424
0.121874,-0.267427,-0.267427
0.126725,-0.267437,-0.267437
0.128407,-0.267441,-0.267441
0.133311,-0.267452,-0.267452
0.134883,-0.267455,-0.267455
0.136566,-0.267459,-0.267459
0.141106,-0.267469,-0.267469
0.142496,-0.267472,-0.267472
0.147373,-0.267482,-0.267482
0.149262,-0.267487,-0.267487
0.154041,-0.267497,-0.267497
0.155506,-0.2675,-0.2675
0.160224,-0.267509,-0.267509
0.161745,-0.267511,-0.267511
0.163502,-0.267514,-0.267514
0.168143,-0.267522,-0.267522
0.169561,-0.267524,-0.267524
0.174393,-0.267532,-0.267532
